County,Mike Glanton (I) (Dem)_Election Day Votes,Mike Glanton (I) (Dem)_Absentee by Mail Votes,Mike Glanton (I) (Dem)_Advanced Voting Votes,Mike Glanton (I) (Dem)_Provisional Votes,Mike Glanton (I) (Dem)_TOTAL VOTES,Total,
Clayton,3867,6397,11413,58,21735,21735,
