County,Jay Lin (Rep)_Election Day Votes,Jay Lin (Rep)_Absentee by Mail Votes,Jay Lin (Rep)_Advanced Voting Votes,Jay Lin (Rep)_Provisional Votes,Jay Lin (Rep)_TOTAL VOTES,Angelika Kausche (I) (Dem)_Election Day Votes,Angelika Kausche (I) (Dem)_Absentee by Mail Votes,Angelika Kausche (I) (Dem)_Advanced Voting Votes,Angelika Kausche (I) (Dem)_Provisional Votes,Angelika Kausche (I) (Dem)_TOTAL VOTES,Total,
Fulton,1668,3055,8723,58,13504,1086,5366,8611,47,15110,28614,
