County,Carl Wayne Gilliard (I) (Dem)_Election Day Votes,Carl Wayne Gilliard (I) (Dem)_Absentee by Mail Votes,Carl Wayne Gilliard (I) (Dem)_Advanced Voting Votes,Carl Wayne Gilliard (I) (Dem)_Provisional Votes,Carl Wayne Gilliard (I) (Dem)_TOTAL VOTES,Total,
Chatham,4915,5449,6938,42,17344,17344,
