County,Derek J. Mallow (Dem)_Election Day Votes,Derek J. Mallow (Dem)_Absentee by Mail Votes,Derek J. Mallow (Dem)_Advanced Voting Votes,Derek J. Mallow (Dem)_Provisional Votes,Derek J. Mallow (Dem)_TOTAL VOTES,Total,
Chatham,4917,6245,6895,42,18099,18099,
