County,Ginny Ehrhart (I) (Rep)_Election Day Votes,Ginny Ehrhart (I) (Rep)_Absentee by Mail Votes,Ginny Ehrhart (I) (Rep)_Advanced Voting Votes,Ginny Ehrhart (I) (Rep)_Provisional Votes,Ginny Ehrhart (I) (Rep)_TOTAL VOTES,James Francis Ryner (Dem)_Election Day Votes,James Francis Ryner (Dem)_Absentee by Mail Votes,James Francis Ryner (Dem)_Advanced Voting Votes,James Francis Ryner (Dem)_Provisional Votes,James Francis Ryner (Dem)_TOTAL VOTES,Total,
Cobb,4495,6430,13602,9,24536,1381,5614,6315,3,13313,37849,
