County,Viola Davis (I) (Dem)_Election Day Votes,Viola Davis (I) (Dem)_Absentee by Mail Votes,Viola Davis (I) (Dem)_Advanced Voting Votes,Viola Davis (I) (Dem)_Provisional Votes,Viola Davis (I) (Dem)_TOTAL VOTES,Total,
DeKalb,3964,8385,13408,101,25858,25858,
