County,Zulma Lopez (Dem)_Election Day Votes,Zulma Lopez (Dem)_Absentee by Mail Votes,Zulma Lopez (Dem)_Advanced Voting Votes,Zulma Lopez (Dem)_Provisional Votes,Zulma Lopez (Dem)_TOTAL VOTES,Total,
DeKalb,3270,8343,11539,55,23207,23207,
