County,Camia Whitaker Hopson (I) (Dem)_Election Day Votes,Camia Whitaker Hopson (I) (Dem)_Absentee by Mail Votes,Camia Whitaker Hopson (I) (Dem)_Advanced Voting Votes,Camia Whitaker Hopson (I) (Dem)_Provisional Votes,Camia Whitaker Hopson (I) (Dem)_TOTAL VOTES,Total,
Dougherty,5229,4417,5774,45,15465,15465,
