index,County,Precinct,Registered Voters,Jon Hutcheson (I) (Rep)_Election Day Votes,Jon Hutcheson (I) (Rep)_Advanced Voting Votes,Jon Hutcheson (I) (Rep)_Absentee by Mail Votes,Jon Hutcheson (I) (Rep)_Provisional Votes,Jon Hutcheson (I) (Rep)_Choice Total,Total,
0,Treutlen,Annex,0,116,375,83,0,574,574,
