index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Treutlen,Annex,0,184,627,144,0,955,64,247,49,0,360,1315,
1,Treutlen,Soperton,0,184,616,231,0,1031,60,239,94,0,393,1424,
