County,Don Hogan (I) (Rep)_Election Day Votes,Don Hogan (I) (Rep)_Absentee by Mail Votes,Don Hogan (I) (Rep)_Advanced Voting Votes,Don Hogan (I) (Rep)_Provisional Votes,Don Hogan (I) (Rep)_TOTAL VOTES,Julie Jordan (Dem)_Election Day Votes,Julie Jordan (Dem)_Absentee by Mail Votes,Julie Jordan (Dem)_Advanced Voting Votes,Julie Jordan (Dem)_Provisional Votes,Julie Jordan (Dem)_TOTAL VOTES,Total,
Glynn,2708,2733,9986,14,15441,1702,4123,5829,18,11672,27113,
