County,Johnny Crist (Rep)_Election Day Votes,Johnny Crist (Rep)_Absentee by Mail Votes,Johnny Crist (Rep)_Advanced Voting Votes,Johnny Crist (Rep)_Provisional Votes,Johnny Crist (Rep)_TOTAL VOTES,Jasmine Clark (I) (Dem)_Election Day Votes,Jasmine Clark (I) (Dem)_Absentee by Mail Votes,Jasmine Clark (I) (Dem)_Advanced Voting Votes,Jasmine Clark (I) (Dem)_Provisional Votes,Jasmine Clark (I) (Dem)_TOTAL VOTES,Total,
Gwinnett,2230,3399,6393,12,12034,2036,5266,7289,11,14602,26636,
