County,Michael McConnell (Rep)_Election Day Votes,Michael McConnell (Rep)_Absentee by Mail Votes,Michael McConnell (Rep)_Advanced Voting Votes,Michael McConnell (Rep)_Provisional Votes,Michael McConnell (Rep)_TOTAL VOTES,Shelly Hutchinson (I) (Dem)_Election Day Votes,Shelly Hutchinson (I) (Dem)_Absentee by Mail Votes,Shelly Hutchinson (I) (Dem)_Advanced Voting Votes,Shelly Hutchinson (I) (Dem)_Provisional Votes,Shelly Hutchinson (I) (Dem)_TOTAL VOTES,Total,
Gwinnett,2268,2840,5398,8,10514,2639,5529,8547,15,16730,27244,
