County,Bonnie Rich (I) (Rep)_Election Day Votes,Bonnie Rich (I) (Rep)_Absentee by Mail Votes,Bonnie Rich (I) (Rep)_Advanced Voting Votes,Bonnie Rich (I) (Rep)_Provisional Votes,Bonnie Rich (I) (Rep)_TOTAL VOTES,Mary Blackmon Campbell (Dem)_Election Day Votes,Mary Blackmon Campbell (Dem)_Absentee by Mail Votes,Mary Blackmon Campbell (Dem)_Advanced Voting Votes,Mary Blackmon Campbell (Dem)_Provisional Votes,Mary Blackmon Campbell (Dem)_TOTAL VOTES,Total,
Gwinnett,3350,4365,9200,14,16929,1868,6160,7481,11,15520,32449,
