County,"Lauren W. McDonald, III (Rep)_Election Day Votes","Lauren W. McDonald, III (Rep)_Absentee by Mail Votes","Lauren W. McDonald, III (Rep)_Advanced Voting Votes","Lauren W. McDonald, III (Rep)_Provisional Votes","Lauren W. McDonald, III (Rep)_TOTAL VOTES",Jason Boskey (Dem)_Election Day Votes,Jason Boskey (Dem)_Absentee by Mail Votes,Jason Boskey (Dem)_Advanced Voting Votes,Jason Boskey (Dem)_Provisional Votes,Jason Boskey (Dem)_TOTAL VOTES,Total,
Forsyth,3781,4669,20717,11,29178,812,2821,4960,7,8600,37778,
