County,Carol Field (Rep)_Election Day Votes,Carol Field (Rep)_Absentee by Mail Votes,Carol Field (Rep)_Advanced Voting Votes,Carol Field (Rep)_Provisional Votes,Carol Field (Rep)_TOTAL VOTES,Sam Park (I) (Dem)_Election Day Votes,Sam Park (I) (Dem)_Absentee by Mail Votes,Sam Park (I) (Dem)_Advanced Voting Votes,Sam Park (I) (Dem)_Provisional Votes,Sam Park (I) (Dem)_TOTAL VOTES,Total,
Gwinnett,2309,2532,4869,3,9713,2725,5435,7772,9,15941,25654,
