County,Bert Reeves (I) (Rep)_Election Day Votes,Bert Reeves (I) (Rep)_Absentee by Mail Votes,Bert Reeves (I) (Rep)_Advanced Voting Votes,Bert Reeves (I) (Rep)_Provisional Votes,Bert Reeves (I) (Rep)_TOTAL VOTES,Priscilla G. Smith (Dem)_Election Day Votes,Priscilla G. Smith (Dem)_Absentee by Mail Votes,Priscilla G. Smith (Dem)_Advanced Voting Votes,Priscilla G. Smith (Dem)_Provisional Votes,Priscilla G. Smith (Dem)_TOTAL VOTES,Total,
Cobb,3744,5240,7895,9,16888,1971,5322,5891,15,13199,30087,
