County,Teri Anulewicz (I) (Dem)_Election Day Votes,Teri Anulewicz (I) (Dem)_Absentee by Mail Votes,Teri Anulewicz (I) (Dem)_Advanced Voting Votes,Teri Anulewicz (I) (Dem)_Provisional Votes,Teri Anulewicz (I) (Dem)_TOTAL VOTES,Total,
Cobb,3681,5550,7968,38,17237,17237,
