County,Al Williams (I) (Dem)_Election Day Votes,Al Williams (I) (Dem)_Absentee by Mail Votes,Al Williams (I) (Dem)_Advanced Voting Votes,Al Williams (I) (Dem)_Provisional Votes,Al Williams (I) (Dem)_TOTAL VOTES,Total,
Liberty,2598,4650,9715,0,16963,16963,
