County,Alex B. Kaufman (Rep)_Election Day Votes,Alex B. Kaufman (Rep)_Absentee by Mail Votes,Alex B. Kaufman (Rep)_Advanced Voting Votes,Alex B. Kaufman (Rep)_Provisional Votes,Alex B. Kaufman (Rep)_TOTAL VOTES,Josh McLaurin (I) (Dem)_Election Day Votes,Josh McLaurin (I) (Dem)_Absentee by Mail Votes,Josh McLaurin (I) (Dem)_Advanced Voting Votes,Josh McLaurin (I) (Dem)_Provisional Votes,Josh McLaurin (I) (Dem)_TOTAL VOTES,Total,
Fulton,1503,2877,8843,51,13274,1428,5028,9872,67,16395,29669,
