County,Tommy Benton (I) (Rep)_Election Day Votes,Tommy Benton (I) (Rep)_Absentee by Mail Votes,Tommy Benton (I) (Rep)_Advanced Voting Votes,Tommy Benton (I) (Rep)_Provisional Votes,Tommy Benton (I) (Rep)_TOTAL VOTES,Pete Fuller (Dem)_Election Day Votes,Pete Fuller (Dem)_Absentee by Mail Votes,Pete Fuller (Dem)_Advanced Voting Votes,Pete Fuller (Dem)_Provisional Votes,Pete Fuller (Dem)_TOTAL VOTES,Total,
Jackson,4369,3949,18309,5,26632,872,2267,3384,1,6524,33156,
