County,Stacey Evans (Dem)_Election Day Votes,Stacey Evans (Dem)_Absentee by Mail Votes,Stacey Evans (Dem)_Advanced Voting Votes,Stacey Evans (Dem)_Provisional Votes,Stacey Evans (Dem)_TOTAL VOTES,Total,
Fulton,3178,8815,17129,141,29263,29263,
