County,Mesha Mainor (Dem)_Election Day Votes,Mesha Mainor (Dem)_Absentee by Mail Votes,Mesha Mainor (Dem)_Advanced Voting Votes,Mesha Mainor (Dem)_Provisional Votes,Mesha Mainor (Dem)_TOTAL VOTES,Total,
Fulton,2920,4778,11463,184,19345,19345,
