County,"Charles E. """"Chuck"""" Martin (I) (Rep)_Election Day Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Absentee by Mail Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Advanced Voting Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Provisional Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_TOTAL VOTES",Jason T. Hayes (Dem)_Election Day Votes,Jason T. Hayes (Dem)_Absentee by Mail Votes,Jason T. Hayes (Dem)_Advanced Voting Votes,Jason T. Hayes (Dem)_Provisional Votes,Jason T. Hayes (Dem)_TOTAL VOTES,Total,
Fulton,1957,3758,11184,59,16958,1029,5119,8943,63,15154,32112,
