County,Brett Harrell (I) (Rep)_Election Day Votes,Brett Harrell (I) (Rep)_Absentee by Mail Votes,Brett Harrell (I) (Rep)_Advanced Voting Votes,Brett Harrell (I) (Rep)_Provisional Votes,Brett Harrell (I) (Rep)_TOTAL VOTES,Rebecca Mitchell (Dem)_Election Day Votes,Rebecca Mitchell (Dem)_Absentee by Mail Votes,Rebecca Mitchell (Dem)_Advanced Voting Votes,Rebecca Mitchell (Dem)_Provisional Votes,Rebecca Mitchell (Dem)_TOTAL VOTES,Total,
Gwinnett,2534,3509,6337,4,12384,2389,5708,9510,4,17611,29995,
