County,Sharon Cooper (I) (Rep)_Election Day Votes,Sharon Cooper (I) (Rep)_Absentee by Mail Votes,Sharon Cooper (I) (Rep)_Advanced Voting Votes,Sharon Cooper (I) (Rep)_Provisional Votes,Sharon Cooper (I) (Rep)_TOTAL VOTES,Luisa Wakeman (Dem)_Election Day Votes,Luisa Wakeman (Dem)_Absentee by Mail Votes,Luisa Wakeman (Dem)_Advanced Voting Votes,Luisa Wakeman (Dem)_Provisional Votes,Luisa Wakeman (Dem)_TOTAL VOTES,Total,
Cobb,3628,5942,6352,6,15928,1951,7388,6108,5,15452,31380,
