County,"Emory Dunahoo, Jr. (I) (Rep)_Election Day Votes","Emory Dunahoo, Jr. (I) (Rep)_Absentee by Mail Votes","Emory Dunahoo, Jr. (I) (Rep)_Advanced Voting Votes","Emory Dunahoo, Jr. (I) (Rep)_Provisional Votes","Emory Dunahoo, Jr. (I) (Rep)_TOTAL VOTES",Leigh Miller (Dem)_Election Day Votes,Leigh Miller (Dem)_Absentee by Mail Votes,Leigh Miller (Dem)_Advanced Voting Votes,Leigh Miller (Dem)_Provisional Votes,Leigh Miller (Dem)_TOTAL VOTES,Total,
Hall,3267,3494,11940,0,18701,1391,2544,4056,0,7991,26692,
