County,Sheri Smallwood Gilligan (I) (Rep)_Election Day Votes,Sheri Smallwood Gilligan (I) (Rep)_Absentee by Mail Votes,Sheri Smallwood Gilligan (I) (Rep)_Advanced Voting Votes,Sheri Smallwood Gilligan (I) (Rep)_Provisional Votes,Sheri Smallwood Gilligan (I) (Rep)_TOTAL VOTES,Natalie Bucsko (Dem)_Election Day Votes,Natalie Bucsko (Dem)_Absentee by Mail Votes,Natalie Bucsko (Dem)_Advanced Voting Votes,Natalie Bucsko (Dem)_Provisional Votes,Natalie Bucsko (Dem)_TOTAL VOTES,Total,
Forsyth,3001,4888,20012,11,27912,807,3621,5704,4,10136,38048,
