County,Mandi L. Ballinger (I) (Rep)_Election Day Votes,Mandi L. Ballinger (I) (Rep)_Absentee by Mail Votes,Mandi L. Ballinger (I) (Rep)_Advanced Voting Votes,Mandi L. Ballinger (I) (Rep)_Provisional Votes,Mandi L. Ballinger (I) (Rep)_TOTAL VOTES,Total,
Cherokee,7427,6097,14590,4,28118,28118,
