County,"Stephen M. George, Jr. (Rep)_Election Day Votes","Stephen M. George, Jr. (Rep)_Absentee by Mail Votes","Stephen M. George, Jr. (Rep)_Advanced Voting Votes","Stephen M. George, Jr. (Rep)_Provisional Votes","Stephen M. George, Jr. (Rep)_TOTAL VOTES",Michael Smith (I) (Dem)_Election Day Votes,Michael Smith (I) (Dem)_Absentee by Mail Votes,Michael Smith (I) (Dem)_Advanced Voting Votes,Michael Smith (I) (Dem)_Provisional Votes,Michael Smith (I) (Dem)_TOTAL VOTES,Total,
Cobb,1383,2013,2476,6,5878,2779,5834,6337,10,14960,20838,
