index,County,Precinct,Registered Voters,Esper Lee (I) (Dem)_Election Day Votes,Esper Lee (I) (Dem)_Advanced Voting Votes,Esper Lee (I) (Dem)_Absentee by Mail Votes,Esper Lee (I) (Dem)_Provisional Votes,Esper Lee (I) (Dem)_Choice Total,Total,
0,Wilkes,Senior Citizen Center,1552,182,485,269,5,941,941,
