index,County,Precinct,Registered Voters,Dorsey Cooper_Election Day Votes,Dorsey Cooper_Advanced Voting Votes,Dorsey Cooper_Absentee by Mail Votes,Dorsey Cooper_Provisional Votes,Dorsey Cooper_Choice Total,Kendall Richards_Election Day Votes,Kendall Richards_Advanced Voting Votes,Kendall Richards_Absentee by Mail Votes,Kendall Richards_Provisional Votes,Kendall Richards_Choice Total,D.R. Smith_Election Day Votes,D.R. Smith_Advanced Voting Votes,D.R. Smith_Absentee by Mail Votes,D.R. Smith_Provisional Votes,D.R. Smith_Choice Total,Total,
0,Taliaferro,Crawfordville,992,22,52,24,0,98,18,50,30,0,98,10,25,17,0,52,248,
