StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,117,Forsyth,Dem,Carolyn Bourdeaux,Absentee by Mail Votes,11905
13,117,Forsyth,Dem,Carolyn Bourdeaux,Advanced Voting Votes,17306
13,117,Forsyth,Dem,Carolyn Bourdeaux,Election Day Votes,2369
13,117,Forsyth,Dem,Carolyn Bourdeaux,Provisional Votes,16
13,117,Forsyth,Dem,Carolyn Bourdeaux,TOTAL VOTES,31596
13,117,Forsyth,Rep,Rich McCormick,Absentee by Mail Votes,11577
13,117,Forsyth,Rep,Rich McCormick,Advanced Voting Votes,41106
13,117,Forsyth,Rep,Rich McCormick,Election Day Votes,6226
13,117,Forsyth,Rep,Rich McCormick,Provisional Votes,18
13,117,Forsyth,Rep,Rich McCormick,TOTAL VOTES,58927
13,135,Gwinnett,Dem,Carolyn Bourdeaux,Absentee by Mail Votes,54100
13,135,Gwinnett,Dem,Carolyn Bourdeaux,Advanced Voting Votes,79978
13,135,Gwinnett,Dem,Carolyn Bourdeaux,Election Day Votes,24977
13,135,Gwinnett,Dem,Carolyn Bourdeaux,Provisional Votes,249
13,135,Gwinnett,Dem,Carolyn Bourdeaux,TOTAL VOTES,159304
13,135,Gwinnett,Rep,Rich McCormick,Absentee by Mail Votes,31132
13,135,Gwinnett,Rep,Rich McCormick,Advanced Voting Votes,63839
13,135,Gwinnett,Rep,Rich McCormick,Election Day Votes,26509
13,135,Gwinnett,Rep,Rich McCormick,Provisional Votes,157
13,135,Gwinnett,Rep,Rich McCormick,TOTAL VOTES,121637
