StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,63,Clayton,Rep,Becky E. Hites,Absentee by Mail Votes,2492
13,63,Clayton,Rep,Becky E. Hites,Advanced Voting Votes,4464
13,63,Clayton,Rep,Becky E. Hites,Election Day Votes,1751
13,63,Clayton,Rep,Becky E. Hites,Provisional Votes,21
13,63,Clayton,Rep,Becky E. Hites,TOTAL VOTES,8728
13,63,Clayton,I) (Dem,David Scott,Absentee by Mail Votes,18396
13,63,Clayton,I) (Dem,David Scott,Advanced Voting Votes,33587
13,63,Clayton,I) (Dem,David Scott,Election Day Votes,10389
13,63,Clayton,I) (Dem,David Scott,Provisional Votes,247
13,63,Clayton,I) (Dem,David Scott,TOTAL VOTES,62619
13,67,Cobb,Rep,Becky E. Hites,Absentee by Mail Votes,7971
13,67,Cobb,Rep,Becky E. Hites,Advanced Voting Votes,10750
13,67,Cobb,Rep,Becky E. Hites,Election Day Votes,4767
13,67,Cobb,Rep,Becky E. Hites,Provisional Votes,17
13,67,Cobb,Rep,Becky E. Hites,TOTAL VOTES,23505
13,67,Cobb,I) (Dem,David Scott,Absentee by Mail Votes,25029
13,67,Cobb,I) (Dem,David Scott,Advanced Voting Votes,30263
13,67,Cobb,I) (Dem,David Scott,Election Day Votes,8721
13,67,Cobb,I) (Dem,David Scott,Provisional Votes,90
13,67,Cobb,I) (Dem,David Scott,TOTAL VOTES,64103
13,97,Douglas,Rep,Becky E. Hites,Absentee by Mail Votes,5251
13,97,Douglas,Rep,Becky E. Hites,Advanced Voting Votes,14631
13,97,Douglas,Rep,Becky E. Hites,Election Day Votes,4539
13,97,Douglas,Rep,Becky E. Hites,Provisional Votes,11
13,97,Douglas,Rep,Becky E. Hites,TOTAL VOTES,24432
13,97,Douglas,I) (Dem,David Scott,Absentee by Mail Votes,14038
13,97,Douglas,I) (Dem,David Scott,Advanced Voting Votes,23061
13,97,Douglas,I) (Dem,David Scott,Election Day Votes,6010
13,97,Douglas,I) (Dem,David Scott,Provisional Votes,44
13,97,Douglas,I) (Dem,David Scott,TOTAL VOTES,43153
13,113,Fayette,Rep,Becky E. Hites,Absentee by Mail Votes,1008
13,113,Fayette,Rep,Becky E. Hites,Advanced Voting Votes,2174
13,113,Fayette,Rep,Becky E. Hites,Election Day Votes,695
13,113,Fayette,Rep,Becky E. Hites,Provisional Votes,0
13,113,Fayette,Rep,Becky E. Hites,TOTAL VOTES,3877
13,113,Fayette,I) (Dem,David Scott,Absentee by Mail Votes,2827
13,113,Fayette,I) (Dem,David Scott,Advanced Voting Votes,3910
13,113,Fayette,I) (Dem,David Scott,Election Day Votes,936
13,113,Fayette,I) (Dem,David Scott,Provisional Votes,0
13,113,Fayette,I) (Dem,David Scott,TOTAL VOTES,7673
13,121,Fulton,Rep,Becky E. Hites,Absentee by Mail Votes,1191
13,121,Fulton,Rep,Becky E. Hites,Advanced Voting Votes,2549
13,121,Fulton,Rep,Becky E. Hites,Election Day Votes,788
13,121,Fulton,Rep,Becky E. Hites,Provisional Votes,30
13,121,Fulton,Rep,Becky E. Hites,TOTAL VOTES,4558
13,121,Fulton,I) (Dem,David Scott,Absentee by Mail Votes,15414
13,121,Fulton,I) (Dem,David Scott,Advanced Voting Votes,39695
13,121,Fulton,I) (Dem,David Scott,Election Day Votes,6355
13,121,Fulton,I) (Dem,David Scott,Provisional Votes,290
13,121,Fulton,I) (Dem,David Scott,TOTAL VOTES,61754
13,151,Henry,Rep,Becky E. Hites,Absentee by Mail Votes,3321
13,151,Henry,Rep,Becky E. Hites,Advanced Voting Votes,10603
13,151,Henry,Rep,Becky E. Hites,Election Day Votes,1980
13,151,Henry,Rep,Becky E. Hites,Provisional Votes,6
13,151,Henry,Rep,Becky E. Hites,TOTAL VOTES,15910
13,151,Henry,I) (Dem,David Scott,Absentee by Mail Votes,10789
13,151,Henry,I) (Dem,David Scott,Advanced Voting Votes,24175
13,151,Henry,I) (Dem,David Scott,Election Day Votes,3939
13,151,Henry,I) (Dem,David Scott,Provisional Votes,28
13,151,Henry,I) (Dem,David Scott,TOTAL VOTES,38931
