index,County,Precinct,Registered Voters,"Leonard Burse, Jr. (Dem)_Election Day Votes","Leonard Burse, Jr. (Dem)_Advanced Voting Votes","Leonard Burse, Jr. (Dem)_Absentee by Mail Votes","Leonard Burse, Jr. (Dem)_Provisional Votes","Leonard Burse, Jr. (Dem)_Choice Total",Total,
0,Ware,100,4740,276,1042,892,0,2210,2210,
