index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Ware,100,4740,86,260,134,0,480,229,918,856,0,2003,3,7,2,0,12,2495,
1,Ware,200A,2730,181,724,170,0,1075,87,324,177,0,588,11,14,6,0,31,1694,
2,Ware,200B,976,37,117,52,0,206,38,146,106,0,290,2,4,1,0,7,503,
3,Ware,300,4061,364,1394,378,0,2136,99,329,223,0,651,7,6,6,0,19,2806,
4,Ware,304,1269,191,417,71,0,679,17,56,40,0,113,4,2,0,0,6,798,
5,Ware,400,3538,414,1471,329,0,2214,36,191,137,0,364,4,10,2,0,16,2594,
6,Ware,404,373,161,69,33,0,263,6,3,15,0,24,1,0,0,0,1,288,
7,Ware,405,636,209,195,50,0,454,6,8,9,0,23,2,0,0,0,2,479,
8,Ware,406,1659,294,660,113,0,1067,20,56,29,0,105,9,6,2,0,17,1189,
9,Ware,407,505,202,110,27,0,339,7,5,5,0,17,1,1,0,0,2,358,
10,Ware,408,523,214,122,23,0,359,6,7,6,0,19,0,1,0,0,1,379,
11,Ware,409,984,224,361,73,0,658,12,23,17,0,52,2,1,0,0,3,713,
