index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Ware,100,4740,229,793,618,0,1640,75,316,271,0,662,2302,
1,Ware,200A,2730,183,691,221,0,1095,87,317,98,0,502,1597,
2,Ware,200B,976,52,174,114,0,340,18,74,32,0,124,464,
3,Ware,300,4061,303,1062,373,0,1738,140,551,171,0,862,2600,
4,Ware,304,1269,128,287,61,0,476,70,150,40,0,260,736,
5,Ware,400,3538,290,1006,271,0,1567,137,561,171,0,869,2436,
6,Ware,404,373,101,34,26,0,161,53,33,23,0,109,270,
7,Ware,405,636,119,114,32,0,265,82,79,25,0,186,451,
8,Ware,406,1659,201,441,85,0,727,96,238,46,0,380,1107,
9,Ware,407,505,130,59,20,0,209,67,46,11,0,124,333,
10,Ware,408,523,129,72,16,0,217,71,46,7,0,124,341,
11,Ware,409,984,140,220,38,0,398,81,132,42,0,255,653,
