index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Ware,100,4740,90,277,142,0,509,204,847,784,0,1835,14,47,14,0,75,2419,
1,Ware,200A,2730,183,725,169,0,1077,83,313,158,0,554,13,22,10,0,45,1676,
2,Ware,200B,976,39,119,49,0,207,35,138,102,0,275,2,5,2,0,9,491,
3,Ware,300,4061,353,1385,367,0,2105,97,298,199,0,594,17,26,13,0,56,2755,
4,Ware,304,1269,186,409,62,0,657,18,55,43,0,116,6,6,1,0,13,786,
5,Ware,400,3538,402,1447,327,0,2176,38,198,120,0,356,8,15,8,0,31,2563,
6,Ware,404,373,162,67,33,0,262,6,4,15,0,25,1,1,1,0,3,290,
7,Ware,405,636,204,193,51,0,448,6,7,8,0,21,5,1,0,0,6,475,
8,Ware,406,1659,291,654,113,0,1058,23,56,28,0,107,8,9,1,0,18,1183,
9,Ware,407,505,201,113,25,0,339,7,5,5,0,17,1,0,0,0,1,357,
10,Ware,408,523,211,122,21,0,354,6,7,6,0,19,0,0,0,0,0,373,
11,Ware,409,984,216,353,72,0,641,13,25,16,0,54,6,5,1,0,12,707,
