index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Early,Arlington,911,101,119,35,0,255,124,125,156,0,405,660,
1,Early,Blakely,3445,100,504,132,3,739,433,738,335,0,1506,2245,
2,Early,Cedar Springs,1114,244,266,83,0,593,43,88,91,0,222,815,
3,Early,Cuba,1180,157,278,41,0,476,76,158,120,0,354,830,
4,Early,Urquhart,670,101,210,60,0,371,31,79,46,0,156,527,
