index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Bryan,Pembroke,2653,235,729,125,0,1089,109,332,106,0,547,15,25,8,0,48,1684,
1,Bryan,Danielsiding,2291,229,817,147,0,1193,48,198,162,0,408,21,32,13,0,66,1667,
2,Bryan,Ellabell,2341,367,786,114,1,1268,63,144,92,0,299,17,14,5,0,36,1603,
3,Bryan,Black Creek,2995,344,911,154,1,1410,93,205,97,0,395,13,19,9,0,41,1846,
4,Bryan,Ways Station,1974,169,455,69,1,694,71,269,185,1,526,10,24,6,0,40,1260,
5,Bryan,RH Rec Complex,3264,200,791,126,1,1118,116,473,269,0,858,13,39,17,0,69,2045,
6,Bryan,JF Gregory Park,2885,148,1301,209,0,1658,40,311,183,0,534,11,41,3,0,55,2247,
7,Bryan,Keller,4270,310,1711,205,0,2226,90,547,311,0,948,10,53,19,0,82,3256,
8,Bryan,Hwy 144 East,5365,318,1862,321,0,2501,129,840,377,1,1347,17,69,19,0,105,3953,
9,Bryan,Public Safety Complex,2570,198,620,92,0,910,94,360,180,1,635,19,29,9,0,57,1602,
