index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Effingham,1A,1965,362,643,176,1,1182,86,123,21,0,230,1412,
1,Effingham,1B,3005,553,847,241,0,1641,143,184,47,1,375,2016,
2,Effingham,1C,1446,384,292,103,0,779,106,63,20,0,189,968,
3,Effingham,1D,2031,466,514,152,1,1133,120,102,23,0,245,1378,
4,Effingham,2A,3038,594,935,315,1,1845,126,190,42,0,358,2203,
5,Effingham,2B,3010,513,803,289,1,1606,126,206,58,0,390,1996,
6,Effingham,2C,4621,651,1482,478,3,2614,148,367,101,1,617,3231,
7,Effingham,3A,1398,287,387,117,0,791,70,96,12,0,178,969,
8,Effingham,3B,1553,294,389,125,0,808,80,135,32,0,247,1055,
9,Effingham,3C,2060,281,676,145,0,1102,79,178,24,2,283,1385,
10,Effingham,3D,3125,478,1008,237,2,1725,104,242,51,2,399,2124,
11,Effingham,4A,3726,465,1199,325,2,1991,117,321,42,0,480,2471,
12,Effingham,4B,1888,246,549,185,0,980,47,134,46,0,227,1207,
13,Effingham,4C,2837,412,884,264,0,1560,81,202,39,0,322,1882,
14,Effingham,5A,2924,430,900,242,1,1573,89,222,46,1,358,1931,
15,Effingham,5B,3962,532,1181,378,1,2092,134,291,58,0,483,2575,
16,Effingham,5C,1684,249,559,177,3,988,57,104,26,0,187,1175,
