index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Effingham,1A,1965,401,660,106,1,1168,64,146,107,0,317,6,5,1,0,12,1497,
1,Effingham,1B,3005,624,941,186,2,1753,96,140,114,0,350,13,9,5,0,27,2130,
2,Effingham,1C,1446,413,300,69,0,782,80,69,61,0,210,18,5,0,0,23,1015,
3,Effingham,1D,2031,545,570,114,1,1230,56,72,74,0,202,14,2,4,0,20,1452,
4,Effingham,2A,3038,599,919,204,1,1723,116,238,156,0,510,25,17,14,0,56,2289,
5,Effingham,2B,3010,542,787,192,1,1522,116,259,172,2,549,15,14,6,0,35,2106,
6,Effingham,2C,4621,637,1491,287,3,2418,172,448,310,1,931,23,17,7,0,47,3396,
7,Effingham,3A,1398,324,428,88,0,840,53,80,51,0,184,5,2,1,0,8,1032,
8,Effingham,3B,1553,257,394,71,0,722,144,156,114,0,414,9,4,3,0,16,1152,
9,Effingham,3C,2060,295,699,114,1,1109,71,200,62,1,334,7,6,4,0,17,1460,
10,Effingham,3D,3125,442,1019,140,5,1606,161,284,162,1,608,14,11,5,0,30,2244,
11,Effingham,4A,3726,473,1253,207,0,1933,95,327,172,2,596,25,22,9,0,56,2585,
12,Effingham,4B,1888,234,523,90,0,847,74,187,158,0,419,4,3,2,0,9,1275,
13,Effingham,4C,2837,429,991,182,0,1602,68,126,119,0,313,18,19,10,0,47,1962,
14,Effingham,5A,2924,421,955,174,1,1551,100,216,127,2,445,18,7,7,0,32,2028,
15,Effingham,5B,3962,475,1036,196,0,1707,211,488,270,1,970,11,17,8,0,36,2713,
16,Effingham,5C,1684,239,505,100,1,845,75,187,104,2,368,8,7,6,0,21,1234,
