index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Dooly,Lilly,536,52,91,17,0,160,62,77,42,0,181,341,
1,Dooly,Byromville,609,93,91,26,1,211,79,86,61,1,227,438,
2,Dooly,Unadilla,1634,124,295,76,2,497,169,253,134,0,556,1053,
3,Dooly,Vienna,2696,77,693,83,0,853,149,541,229,0,919,1772,
4,Dooly,Pinehurst,474,82,148,37,0,267,39,46,26,0,111,378,
