index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Haralson,Bremen,6622,938,2205,574,0,3717,122,283,267,0,672,47,75,28,0,150,4539,
1,Haralson,Buchanan,2365,385,786,209,1,1381,21,72,61,0,154,17,33,9,0,59,1594,
2,Haralson,Buncombe,1075,284,241,84,0,609,21,22,18,0,61,6,7,3,0,16,686,
3,Haralson,Corinth,1682,374,502,140,0,1016,19,38,20,0,77,15,11,9,0,35,1128,
4,Haralson,Twentieth,738,213,184,69,0,466,11,13,20,0,44,5,9,5,0,19,529,
5,Haralson,Felton,304,101,76,19,0,196,7,1,7,0,15,0,0,1,0,1,212,
6,Haralson,Little Creek,699,253,166,64,0,483,15,6,15,0,36,7,2,1,0,10,529,
7,Haralson,Mt View,330,131,64,26,0,221,10,6,2,0,18,1,1,0,0,2,241,
8,Haralson,Seventh,1932,370,552,147,2,1071,24,75,62,0,161,15,9,5,0,29,1261,
9,Haralson,Berea-Steadman,665,211,155,48,0,414,6,16,7,0,29,3,4,4,0,11,454,
10,Haralson,Tallapoosa,3072,547,791,281,1,1620,60,111,94,0,265,27,24,13,0,64,1949,
11,Haralson,Waco,1183,312,291,78,0,681,25,23,27,0,75,6,2,3,0,11,767,
