index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Haralson,Bremen,6622,831,1855,526,0,3212,247,614,289,0,1150,4362,
1,Haralson,Buchanan,2365,297,589,171,1,1058,118,274,94,0,486,1544,
2,Haralson,Buncombe,1075,214,197,64,0,475,87,63,40,0,190,665,
3,Haralson,Corinth,1682,298,387,107,0,792,95,153,58,0,306,1098,
4,Haralson,Twentieth,738,154,132,46,0,332,70,67,44,0,181,513,
5,Haralson,Felton,304,80,51,12,0,143,31,22,15,0,68,211,
6,Haralson,Little Creek,699,174,117,40,0,331,89,50,34,0,173,504,
7,Haralson,Mt View,330,102,51,14,0,167,38,19,15,0,72,239,
8,Haralson,Seventh,1932,291,440,131,1,863,109,174,72,1,356,1219,
9,Haralson,Berea-Steadman,665,162,119,35,0,316,54,47,18,0,119,435,
10,Haralson,Tallapoosa,3072,468,638,248,1,1355,155,264,124,0,543,1898,
11,Haralson,Waco,1183,243,216,71,0,530,94,97,34,0,225,755,
