index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Haralson,Bremen,6622,975,2251,572,0,3798,140,325,295,0,760,16,21,15,0,52,4610,
1,Haralson,Buchanan,2365,401,830,220,1,1452,31,82,70,0,183,5,7,2,0,14,1649,
2,Haralson,Buncombe,1075,292,251,94,0,637,22,23,17,0,62,2,2,1,0,5,704,
3,Haralson,Corinth,1682,394,511,145,0,1050,23,46,21,0,90,6,1,6,0,13,1153,
4,Haralson,Twentieth,738,221,200,72,0,493,12,11,23,0,46,0,1,0,0,1,540,
5,Haralson,Felton,304,113,76,20,0,209,3,2,7,0,12,0,0,0,0,0,221,
6,Haralson,Little Creek,699,267,169,64,0,500,12,8,16,0,36,2,0,1,0,3,539,
7,Haralson,Mt View,330,134,69,28,0,231,10,5,3,0,18,0,0,0,0,0,249,
8,Haralson,Seventh,1932,386,569,147,2,1104,23,78,67,0,168,8,2,1,0,11,1283,
9,Haralson,Berea-Steadman,665,222,156,56,0,434,7,23,8,0,38,1,1,0,0,2,474,
10,Haralson,Tallapoosa,3072,583,845,286,1,1715,65,117,118,0,300,14,2,4,0,20,2035,
11,Haralson,Waco,1183,329,297,82,0,708,27,26,26,0,79,1,3,0,0,4,791,
