index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Haralson,Bremen,6622,192,486,214,0,892,34,80,32,0,146,1038,
1,Haralson,Buchanan,2365,353,769,243,1,1366,68,115,35,0,218,1584,
2,Haralson,Buncombe,1075,268,242,95,0,605,47,25,11,0,83,688,
3,Haralson,Corinth,1682,354,476,151,0,981,45,68,18,0,131,1112,
4,Haralson,Twentieth,738,190,182,85,0,457,38,23,6,0,67,524,
5,Haralson,Felton,304,97,68,25,0,190,16,6,2,0,24,214,
6,Haralson,Little Creek,699,233,152,72,0,457,41,18,6,0,65,522,
7,Haralson,Mt View,330,125,61,26,0,212,16,11,4,0,31,243,
8,Haralson,Seventh,1932,343,551,176,1,1071,60,80,35,1,176,1247,
9,Haralson,Berea-Steadman,665,187,145,53,0,385,33,23,7,0,63,448,
10,Haralson,Tallapoosa,3072,551,809,349,1,1710,87,128,39,0,254,1964,
11,Haralson,Waco,1183,296,274,94,0,664,50,42,13,0,105,769,
