County,Dalia Racine (Dem)_Election Day Votes,Dalia Racine (Dem)_Absentee by Mail Votes,Dalia Racine (Dem)_Advanced Voting Votes,Dalia Racine (Dem)_Provisional Votes,Dalia Racine (Dem)_TOTAL VOTES,Total,
Douglas,8156,15638,28284,47,52125,52125,
