County,Tasha M. Mosley (I) (Dem)_Election Day Votes,Tasha M. Mosley (I) (Dem)_Absentee by Mail Votes,Tasha M. Mosley (I) (Dem)_Advanced Voting Votes,Tasha M. Mosley (I) (Dem)_Provisional Votes,Tasha M. Mosley (I) (Dem)_TOTAL VOTES,Total,
Clayton,18632,28512,54528,425,102097,102097,
