County,George Hartwig (I) (Rep)_Election Day Votes,George Hartwig (I) (Rep)_Absentee by Mail Votes,George Hartwig (I) (Rep)_Advanced Voting Votes,George Hartwig (I) (Rep)_Provisional Votes,George Hartwig (I) (Rep)_TOTAL VOTES,Erikka B. Williams (Dem)_Election Day Votes,Erikka B. Williams (Dem)_Absentee by Mail Votes,Erikka B. Williams (Dem)_Advanced Voting Votes,Erikka B. Williams (Dem)_Provisional Votes,Erikka B. Williams (Dem)_TOTAL VOTES,Total,
Houston,10479,8140,19404,44,38067,7548,11689,15965,47,35249,73316,
