County,Sherry Boston (I) (Dem)_Election Day Votes,Sherry Boston (I) (Dem)_Absentee by Mail Votes,Sherry Boston (I) (Dem)_Advanced Voting Votes,Sherry Boston (I) (Dem)_Provisional Votes,Sherry Boston (I) (Dem)_TOTAL VOTES,Total,
DeKalb,39342,110215,172996,1214,323767,323767,
