County,Darius Pattillo (I) (Dem)_Election Day Votes,Darius Pattillo (I) (Dem)_Absentee by Mail Votes,Darius Pattillo (I) (Dem)_Advanced Voting Votes,Darius Pattillo (I) (Dem)_Provisional Votes,Darius Pattillo (I) (Dem)_TOTAL VOTES,Total,
Henry,12530,23682,58108,79,94399,94399,
