index,County,Precinct,Registered Voters,Randy Kasprzyk (Rep)_Election Day Votes,Randy Kasprzyk (Rep)_Advanced Voting Votes,Randy Kasprzyk (Rep)_Absentee by Mail Votes,Randy Kasprzyk (Rep)_Provisional Votes,Randy Kasprzyk (Rep)_Choice Total,Jeffrey Wooten (Rep)_Election Day Votes,Jeffrey Wooten (Rep)_Advanced Voting Votes,Jeffrey Wooten (Rep)_Absentee by Mail Votes,Jeffrey Wooten (Rep)_Provisional Votes,Jeffrey Wooten (Rep)_Choice Total,Total,
0,Putnam,107,4293,209,573,205,0,987,383,1045,558,0,1986,2973,
