index,County,Precinct,Registered Voters,Pamela Jean Key Lancaster (I) (Rep)_Election Day Votes,Pamela Jean Key Lancaster (I) (Rep)_Advanced Voting Votes,Pamela Jean Key Lancaster (I) (Rep)_Absentee by Mail Votes,Pamela Jean Key Lancaster (I) (Rep)_Provisional Votes,Pamela Jean Key Lancaster (I) (Rep)_Choice Total,Total,
0,Putnam,101,3264,249,1061,405,0,1715,1715,
1,Putnam,104,3380,241,1081,454,0,1776,1776,
2,Putnam,105,3734,448,1571,742,0,2761,2761,
3,Putnam,106,1332,309,443,174,0,926,926,
4,Putnam,107,4293,581,1599,719,0,2899,2899,
