index,County,Precinct,Registered Voters,Gary P._Election Day Votes,Gary P._Advanced Voting Votes,Gary P._Absentee by Mail Votes,Gary P._Provisional Votes,Gary P._Choice Total,Total,
0,Putnam,101,3264,248,1053,395,0,1696,1696,
