index,County,Precinct,Registered Voters,Daniel W. Brown (I) (Rep)_Election Day Votes,Daniel W. Brown (I) (Rep)_Advanced Voting Votes,Daniel W. Brown (I) (Rep)_Absentee by Mail Votes,Daniel W. Brown (I) (Rep)_Provisional Votes,Daniel W. Brown (I) (Rep)_Choice Total,Total,
0,Putnam,104,3380,231,1045,442,0,1718,1718,
