index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Putnam,101,3264,151,815,214,0,1180,133,445,361,0,939,16,26,14,0,56,2175,
1,Putnam,104,3380,154,767,227,0,1148,134,519,438,0,1091,10,24,10,0,44,2283,
2,Putnam,105,3734,393,1464,619,0,2476,51,164,238,0,453,18,26,20,0,64,2993,
3,Putnam,106,1332,282,402,143,0,827,30,56,62,0,148,5,11,6,0,22,997,
4,Putnam,107,4293,511,1464,573,0,2548,79,177,234,0,490,23,46,34,0,103,3141,
