index,County,Precinct,Registered Voters,Burt Jones (I) (Rep)_Election Day Votes,Burt Jones (I) (Rep)_Advanced Voting Votes,Burt Jones (I) (Rep)_Absentee by Mail Votes,Burt Jones (I) (Rep)_Provisional Votes,Burt Jones (I) (Rep)_Choice Total,Veronica Brinson (Dem)_Election Day Votes,Veronica Brinson (Dem)_Advanced Voting Votes,Veronica Brinson (Dem)_Absentee by Mail Votes,Veronica Brinson (Dem)_Provisional Votes,Veronica Brinson (Dem)_Choice Total,Total,
0,Putnam,101,3264,160,836,220,0,1216,139,448,369,0,956,2172,
1,Putnam,104,3380,158,788,239,0,1185,135,523,436,0,1094,2279,
2,Putnam,105,3734,413,1474,636,1,2524,54,167,239,0,460,2984,
3,Putnam,106,1332,286,406,143,0,835,28,61,66,0,155,990,
4,Putnam,107,4293,533,1479,589,0,2601,82,201,251,0,534,3135,
