index,County,Precinct,Registered Voters,John Miles (I) (Rep)_Election Day Votes,John Miles (I) (Rep)_Advanced Voting Votes,John Miles (I) (Rep)_Absentee by Mail Votes,John Miles (I) (Rep)_Provisional Votes,John Miles (I) (Rep)_Choice Total,Kris Storey (Dem)_Election Day Votes,Kris Storey (Dem)_Advanced Voting Votes,Kris Storey (Dem)_Absentee by Mail Votes,Kris Storey (Dem)_Provisional Votes,Kris Storey (Dem)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,1631,1186,535,0,3352,481,325,216,1,1023,4375,
