index,County,Precinct,Registered Voters,Butch Parrish (I) (Rep)_Election Day Votes,Butch Parrish (I) (Rep)_Advanced Voting Votes,Butch Parrish (I) (Rep)_Absentee by Mail Votes,Butch Parrish (I) (Rep)_Provisional Votes,Butch Parrish (I) (Rep)_Choice Total,Ann P.D. Gleason (Dem)_Election Day Votes,Ann P.D. Gleason (Dem)_Advanced Voting Votes,Ann P.D. Gleason (Dem)_Absentee by Mail Votes,Ann P.D. Gleason (Dem)_Provisional Votes,Ann P.D. Gleason (Dem)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,1622,1187,422,0,3231,462,313,320,1,1096,4327,
