index,County,Precinct,Registered Voters,Jenny Hendrix Grimes (I) (Rep)_Election Day Votes,Jenny Hendrix Grimes (I) (Rep)_Advanced Voting Votes,Jenny Hendrix Grimes (I) (Rep)_Absentee by Mail Votes,Jenny Hendrix Grimes (I) (Rep)_Provisional Votes,Jenny Hendrix Grimes (I) (Rep)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,1884,1339,559,0,3782,3782,
