index,County,Precinct,Registered Voters,Brent Carter (I) (Rep)_Election Day Votes,Brent Carter (I) (Rep)_Advanced Voting Votes,Brent Carter (I) (Rep)_Absentee by Mail Votes,Brent Carter (I) (Rep)_Provisional Votes,Brent Carter (I) (Rep)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,1882,1334,575,0,3791,3791,
