index,County,Precinct,Registered Voters,David C. Robinson (I) (Rep)_Election Day Votes,David C. Robinson (I) (Rep)_Advanced Voting Votes,David C. Robinson (I) (Rep)_Absentee by Mail Votes,David C. Robinson (I) (Rep)_Provisional Votes,David C. Robinson (I) (Rep)_Choice Total,Larry B. Gibson (Dem)_Election Day Votes,Larry B. Gibson (Dem)_Advanced Voting Votes,Larry B. Gibson (Dem)_Absentee by Mail Votes,Larry B. Gibson (Dem)_Provisional Votes,Larry B. Gibson (Dem)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,376,268,97,0,741,109,93,74,1,277,1018,
