index,County,Precinct,Registered Voters,"Larry Lamar Miles, Jr. (Rep)_Election Day Votes","Larry Lamar Miles, Jr. (Rep)_Advanced Voting Votes","Larry Lamar Miles, Jr. (Rep)_Absentee by Mail Votes","Larry Lamar Miles, Jr. (Rep)_Provisional Votes","Larry Lamar Miles, Jr. (Rep)_Choice Total",Gregory Thomas (Dem)_Election Day Votes,Gregory Thomas (Dem)_Advanced Voting Votes,Gregory Thomas (Dem)_Absentee by Mail Votes,Gregory Thomas (Dem)_Provisional Votes,Gregory Thomas (Dem)_Choice Total,Total,
0,Candler,Jack Strickland Comm Center,6300,219,161,81,0,461,200,136,136,0,472,933,
